"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"CANAL.07v",21,19,20,18,24,23,19,20,19,20,19,22,17,20,18,18,19,20,19,22
"BABAL.07v",26,23,29,27,29,25,30,24,27,26,29,29,20,28,29,27,25,28,25,26
"TALHA.07v",36,36,36,34,32,34,35,36,33,30,36,36,34,36,39,35,34,35,37,34
"BARRA.07v",48,47,45,50,45,48,46,46,48,44,45,45,48,48,49,45,46,47,45,45
"PPRAI.07v",45,45,43,45,43,44,42,49,46,47,43,40,46,45,44,42,45,45,42,45
"FIGUA.07v",28,28,32,25,27,24,25,25,25,27,29,28,29,26,25,26,25,26,29,23
"PAPAG.09v",17,19,15,19,20,16,19,17,16,19,18,17,17,18,19,20,15,17,16,16
"PANTA.09v",31,33,37,36,30,34,34,31,25,34,27,31,32,31,34,38,34,28,29,28
"CAIEA.09v",44,44,44,47,46,46,46,46,43,46,43,47,43,45,42,43,45,41,46,44
"FUNDO.09v",43,40,47,43,42,43,41,42,42,42,46,41,46,45,44,42,44,41,42,43
"RINCO.09v",37,38,35,33,30,36,37,34,37,35,36,32,34,34,33,33,32,38,35,35
"LMEIO.09v",46,48,50,48,50,47,49,49,49,50,48,50,50,50,50,50,48,48,47,48
"CANAL.09v",19,19,21,14,15,18,15,18,18,19,20,21,20,17,18,19,18,19,19,19
"FIGUA.09v",16,12,15,12,15,12,12,15,13,14,18,11,16,13,13,14,13,12,16,15
"PPRAI.09v",41,35,39,39,39,42,40,40,36,42,41,44,42,41,40,39,40,42,36,47
"PRABA.12v",50,50,50,49,50,48,49,48,47,49,49,47,49,48,47,48,48,46,49,48
"PPRAI.12v",50,50,48,51,48,49,51,48,50,49,50,50,50,47,50,50,49,49,50,47
"BARRA1.12v",46,45,47,45,45,46,45,45,44,48,45,47,45,47,45,47,46,46,46,46
"BABAL.12v",21,17,21,20,18,18,16,22,17,18,20,15,21,16,17,18,14,15,20,20
"FUNDO.12v",30,27,32,27,34,28,30,29,24,30,30,30,24,28,31,27,27,25,31,27
"RINCO.12v",36,38,38,39,37,40,34,38,40,40,37,36,38,37,36,40,37,37,38,40
"CANAL.12v",17,17,18,19,18,17,18,16,19,17,16,22,21,18,18,17,22,14,15,22
"TALHA.12v",39,34,36,36,37,37,41,37,37,36,35,38,35,36,40,37,39,35,40,36
"BARRA2.12v",39,43,40,43,41,37,40,38,41,41,38,34,40,38,36,39,45,42,37,41
"PRABA.13v",36,38,38,40,36,40,41,40,40,36,39,38,39,39,39,37,37,41,42,38
"PPRAI.13v",28,24,26,27,29,29,27,28,22,27,32,31,26,23,28,25,33,29,25,25
"FUNDO.13v",25,28,33,28,24,25,27,23,23,28,25,28,25,29,24,27,29,27,28,28
"BABAL.13v",21,19,20,20,21,22,23,19,20,22,24,20,23,20,21,18,23,25,21,23
"FIGUA.13v",18,17,14,15,18,14,14,15,18,15,15,15,17,15,15,16,17,16,14,13
"RINCO.13v",33,35,32,33,33,34,32,32,33,33,34,33,35,27,33,31,31,33,33,34
"TALHA.13v",28,32,33,33,37,30,30,25,29,33,30,33,31,30,29,33,31,32,33,31
"BARRA.15v",50,48,49,50,49,50,50,48,48,49,50,49,48,48,49,50,49,50,47,50
"PRABA.15v",32,30,32,34,34,32,31,31,29,30,32,28,30,28,32,29,32,31,29,34
"PPRAI.15v",45,43,47,43,45,44,44,45,44,45,45,46,43,46,47,45,46,43,47,46
"FUNDO.15v",25,26,25,21,25,26,25,21,23,25,24,23,26,20,25,27,29,29,21,25
"BABAL.15v",26,21,24,22,23,23,24,22,23,27,22,22,21,24,16,26,23,25,20,25
"RINCO.15v",36,40,38,39,41,42,38,40,38,39,42,38,36,39,37,42,38,40,40,35
"TALHA.15v",48,45,46,49,48,48,46,47,48,47,48,48,47,49,47,49,48,48,48,46
"PAPAG.05i",31,36,32,29,30,33,32,30,30,38,27,33,33,35,34,33,32,30,35,27
"PANTA.05i",33,30,28,28,26,28,27,26,30,32,29,26,28,27,31,28,25,30,28,30
"CAIEA.05i",30,33,22,27,31,31,33,26,26,24,29,30,32,31,31,30,27,32,29,31
"FUNDO.05i",32,33,34,27,31,33,31,32,30,29,28,27,32,30,28,30,25,31,29,30
"RINCO.05i",40,39,37,39,37,38,37,38,37,36,37,36,40,36,39,37,37,35,32,42
"DOURO.05i",31,32,30,36,34,29,27,33,32,31,36,28,33,30,32,35,32,29,31,31
"PAULO.05i",5,6,8,6,9,7,8,8,7,5,7,6,7,7,6,8,7,8,6,7
"CANAL.05i",17,17,18,18,21,18,13,16,14,13,21,16,15,15,18,14,15,14,18,14
"Pont2.05i",28,29,24,29,30,31,28,27,26,28,27,28,30,29,28,25,30,30,29,26
"JDIAS.05i",10,10,14,15,14,15,15,12,14,12,12,11,10,13,10,13,11,10,9,13
"SAIDA.05i",12,11,13,16,13,13,11,9,10,12,13,9,11,11,11,12,10,15,13,12
"FIGUA.05i",20,23,26,23,23,21,26,22,24,23,27,22,23,23,23,24,23,22,20,24
"PAPAG.06i",12,14,13,18,14,16,12,17,17,14,15,18,18,14,18,20,16,15,16,16
"PANTA.06i",32,31,27,33,29,28,33,27,34,28,29,29,30,29,28,30,26,29,29,28
"CAIEA.06i",44,42,46,43,46,41,40,42,41,42,42,43,41,44,43,40,42,42,43,44
"FUNDO.06i",38,42,40,35,39,40,38,41,37,39,40,40,41,42,42,39,40,42,39,39
"RINCO.06i",29,32,31,30,31,34,31,34,32,35,31,32,33,34,33,32,33,33,35,34
"CANAL.06i",14,17,18,19,18,17,12,18,15,19,16,19,14,18,17,17,19,15,19,13
"BABAL.06i",21,23,25,27,24,20,23,22,21,18,27,22,23,25,22,24,21,28,26,27
"LMEIO.06i",44,43,47,45,45,46,45,46,47,43,46,45,44,46,45,47,47,44,43,44
"TALHA.06i",26,31,32,32,35,32,32,30,33,33,32,30,29,33,34,31,28,32,32,33
"PPRAI.06i",33,28,32,30,34,35,32,36,33,29,34,29,30,31,34,32,34,32,31,31
"FIGUA.06i",27,30,29,24,31,29,26,28,25,32,28,27,27,31,30,27,29,27,30,31
"PANTA.07i",38,37,36,37,38,39,41,36,40,39,37,39,39,38,39,36,38,38,38,35
"FUNDO.07i",28,26,26,26,27,24,25,27,26,28,25,25,28,25,29,26,20,25,30,24
"LMEIO.07i",40,39,43,43,40,42,40,37,40,41,42,39,42,40,42,37,40,39,40,40
"CAIEA.07i",30,28,28,27,30,25,31,30,30,29,31,29,30,30,30,30,28,27,25,31
"RINCO.07i",39,39,41,42,39,43,42,40,40,40,40,39,42,41,41,44,42,41,41,42
"FIGUA.07i",25,23,21,21,22,23,20,28,18,20,25,24,26,22,26,25,22,26,28,23
"PPRAI.07i",38,38,39,36,37,39,36,39,38,36,35,40,40,36,36,36,37,34,38,40
"DUNAS.07i",15,16,17,17,20,12,19,16,15,21,18,17,16,19,20,17,17,15,15,15
"PPRAI.08i",39,40,34,38,38,35,39,40,35,36,34,37,37,38,38,37,40,39,40,38
"BARRA.08i",20,25,17,22,21,18,18,18,22,16,19,18,19,17,15,16,17,15,16,19
"PRABA.12i",44,43,45,41,42,43,45,43,47,44,43,43,42,43,44,45,46,44,43,42
"PPRAI.12i",43,39,38,39,43,43,41,43,44,41,42,40,39,40,40,40,39,43,44,42
"BARRA.1.12i",40,42,43,38,40,38,42,38,41,38,40,38,41,39,40,42,39,41,41,43
"BABAL.12i",24,23,20,23,17,20,20,23,21,23,22,22,23,20,20,21,22,22,23,23
"FUNDO.12i",40,40,41,40,41,43,42,44,44,41,41,42,39,42,38,42,42,39,38,40
"RINCO.12i",46,46,47,45,48,47,48,48,48,46,47,49,46,46,47,47,46,47,47,46
"TALHA.12i",32,30,35,37,34,34,35,35,33,37,33,37,35,36,34,36,37,34,36,34
"FIGUA.12i",14,10,11,14,12,13,13,15,17,13,12,11,13,11,8,12,15,14,13,9
"PRABA.14i",35,38,39,39,39,41,35,33,37,37,34,40,38,34,37,39,38,37,38,38
"PPRAI.14i",33,35,37,35,36,35,34,34,35,34,33,37,36,34,33,33,34,37,31,34
"BARRA.14i",22,26,25,23,24,28,21,25,23,27,22,25,26,25,26,26,28,24,30,30
"BABAL.14i",14,17,16,16,18,16,16,19,15,14,19,17,13,18,18,14,16,15,17,19
"FUNDO.14i",18,17,21,19,18,22,20,18,18,21,25,21,21,20,17,21,16,20,20,22
"RINCO.14i",37,36,38,39,38,39,40,36,38,36,37,36,40,34,37,42,36,38,37,38
"FIGUA.14i",14,14,18,17,14,19,20,17,17,20,18,21,17,19,17,18,19,19,22,22
"TALHA.14i",23,26,25,27,29,26,21,25,26,27,25,30,28,30,29,28,27,27,24,31
